Gemeinde;Gemeindename;Wahlkreisnummer;Gebietsnummer;Gebietsart;Gebietsname;Bezirksnummer;Ausgezaehlt abweichend Gebiet;Ausgezaehlt abweichend AGS;Ausbleibend;Wahlberechtigte gesamt (A);Wahlberechtigte ohne Wahlschein (A1);Wahlberechtigte mit Wahlschein (A2);Wahlberechtigte nicht im WVZ (A3);Waehler gesamt (B);Waehler ohne Wahlschein;Waehler mit Wahlschein;Urnenwaehler mit Wahlschein in Urnenwahllokal;Briefwaehler mit Wahlschein in Urnenwahllokal;Stimmen ungueltige (C);Stimmen gueltige (D);D1;D1_1;D1_2;D1_3;D1_4;D1_5;D1_6;D1_7;D1_8;D1_9;D1_10;D1_11;D1_12;D1_13;D1_14;D2;D2_1;D2_2;D2_3;D2_4;D2_5;D2_6;D2_7;D2_8;D2_9;D2_10;D2_11;D2_12;D2_13;D2_14;D3;D3_1;D3_2;D3_3;D3_4;D3_5;D3_6;D3_7;D3_8;D3_9;D3_10;D3_11;D3_12;D3_13;D3_14;D4;D4_1;D4_2;D4_3;D4_4;D4_5;D4_6;D4_7;D4_8;D4_9;D4_10;D4_11;D4_12;D4_13;D4_14;D5;D5_1;D5_2;D5_3;D5_4;D5_5;D5_6;D5_7;D5_8;D5_9;D5_10;D5_11;D5_12;D5_13;D5_14;D6;D6_1;D6_2;D6_3;D6_4;D7;D7_1;D7_2;D7_3;D7_4;D7_5;D7_6;D7_7;D7_8;D7_9;D7_10;D7_11;D7_12;D7_13;D7_14;D8;D8_1;D8_2;D9;D9_1;D9_2;D9_3;D9_4;D9_5;D9_6;D9_7;D9_8;D10;D10_1;D10_2;D10_3;D10_4;D10_5;D10_6;D10_7;D10_8;D11;D11_1;D11_2;D11_3;D11_4;D11_5;D12;D12_1;D12_2;D13;D13_1;Column 149
54;Potsdam, Stadt;5404;1205400000005202;STIMMBEZIRK;Babelsberg Nord 02;5202;;;N;1216;799;417;0;618;617;1;1;0;16;1799;286;108;68;17;4;15;29;4;2;3;4;15;9;1;7;335;174;29;12;13;11;10;6;43;8;7;3;9;8;2;107;40;24;2;3;6;9;4;6;6;7;;;;;285;68;153;20;7;6;12;8;1;10;;;;;;148;30;47;7;21;4;16;3;2;3;0;6;4;2;3;222;108;54;60;;203;50;49;26;12;3;0;0;6;0;2;7;4;6;38;17;17;;68;14;50;4;;;;;;59;32;17;7;2;1;;;;18;16;0;2;0;0;51;51;;;;
54;Potsdam, Stadt;5404;1205400000009043;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9043;9043;;;N;0;0;0;0;654;0;654;0;0;3;1952;360;144;44;38;15;27;34;10;5;10;6;9;8;5;5;403;115;58;20;30;26;35;25;15;31;9;10;23;6;0;181;44;47;21;4;19;15;8;10;1;12;;;;;295;99;75;24;10;13;32;1;17;24;;;;;;165;38;31;16;12;15;14;3;1;11;1;5;1;9;8;106;52;22;32;;132;44;18;6;2;4;9;6;9;2;2;1;7;1;21;35;35;;40;12;21;7;;;;;;91;61;6;6;9;9;;;;41;26;4;5;2;4;103;103;;;;
54;Potsdam, Stadt;5404;1205400000005205;STIMMBEZIRK;Babelsberg Nord 05;5205;;;N;1254;904;350;0;675;674;1;1;0;7;2000;386;138;110;24;16;18;22;4;5;9;10;16;7;2;5;342;114;35;23;26;23;20;17;14;20;10;12;12;12;4;150;39;52;8;6;9;6;12;8;1;9;;;;;203;63;45;18;6;15;23;5;6;22;;;;;;325;61;95;24;26;13;30;12;6;17;3;12;3;11;12;175;75;46;54;;96;31;17;2;9;1;1;0;8;3;0;4;4;1;15;61;61;;50;20;23;7;;;;;;92;57;13;8;9;5;;;;40;22;11;3;1;3;80;80;;;;
54;Potsdam, Stadt;5404;1205400000009044;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9044;9044;;;N;0;0;0;0;709;0;709;0;0;11;2090;384;118;55;37;26;55;27;3;9;18;9;10;8;6;3;453;142;68;19;18;27;38;19;9;40;13;11;20;21;8;152;31;60;15;6;15;11;2;1;1;10;;;;;257;80;74;12;11;17;31;1;6;25;;;;;;410;59;99;29;29;25;40;15;4;19;9;6;36;26;14;142;64;28;50;;79;28;9;3;3;0;3;4;2;1;0;4;5;1;16;35;35;;35;21;12;2;;;;;;28;14;6;5;1;2;;;;15;9;2;2;1;1;100;100;;;;
54;Potsdam, Stadt;5404;1205400000005206;STIMMBEZIRK;Babelsberg Nord 06;5206;;;N;1127;805;322;0;595;587;8;8;0;7;1756;312;121;61;20;16;19;24;6;1;21;2;9;6;1;5;264;99;40;13;19;21;14;14;10;6;7;7;7;6;1;121;42;28;11;8;6;8;2;8;2;6;;;;;147;50;30;16;5;14;14;2;1;15;;;;;;416;76;171;31;20;20;26;17;3;11;8;8;4;14;7;182;79;51;52;;83;35;8;4;0;1;4;7;4;1;0;0;1;1;17;55;55;;32;10;18;4;;;;;;56;33;9;9;2;3;;;;24;16;4;2;0;2;64;64;;;;
;;5405;5405;WAHLKREIS;Wahlkreis 5405;;;;N;22826;18492;4334;0;13954;10000;3954;39;0;345;40422;8082;2195;1720;599;456;498;561;244;133;559;313;313;224;119;148;3903;946;394;595;308;258;169;123;198;347;59;193;115;67;131;4688;1429;931;330;186;366;107;335;195;232;91;123;363;;;5233;1621;1148;621;516;118;167;470;85;42;445;;;;;3558;844;326;223;143;583;126;98;177;108;183;246;108;50;343;8726;4067;1558;1159;1942;1051;200;210;151;82;59;21;53;31;43;51;28;14;57;51;1423;1423;;1316;517;569;230;;;;;;2050;796;226;355;378;295;;;;392;392;;;;;;;;;;
54;Potsdam, Stadt;5404;1205400000005207;STIMMBEZIRK;Babelsberg Nord 07;5207;;;N;1237;945;292;0;633;629;4;4;0;5;1875;357;129;59;38;21;19;28;7;7;6;6;21;8;1;7;291;104;28;16;28;17;24;14;16;14;8;9;6;7;0;143;49;37;14;5;6;13;5;3;5;6;;;;;206;67;53;14;12;21;17;3;4;15;;;;;;364;84;104;19;28;15;25;16;21;9;3;9;9;16;6;178;70;42;66;;114;38;24;7;3;2;11;2;5;2;0;3;2;0;15;54;54;;18;7;6;5;;;;;;39;30;1;4;3;1;;;;23;19;2;0;1;1;88;88;;;;
54;Potsdam, Stadt;5405;1205400000006203;STIMMBEZIRK;Teltower Vorstadt 03;6203;;;N;1187;884;303;0;656;652;4;4;0;13;1920;451;99;143;37;16;14;46;7;4;39;22;7;8;3;6;220;68;27;35;11;14;7;7;12;9;2;5;7;11;5;134;45;25;13;2;6;5;8;1;5;1;11;12;;;333;106;83;34;32;15;16;18;4;2;23;;;;;181;54;20;16;4;37;8;7;4;2;2;16;6;0;5;353;166;48;31;108;75;13;32;13;5;2;0;2;1;3;1;1;0;2;0;25;25;;46;13;27;6;;;;;;83;27;11;11;25;9;;;;19;19;;;;;;;;;;
54;Potsdam, Stadt;5404;1205400000005301;STIMMBEZIRK;Babelsberg Süd 01;5301;;;N;1156;902;254;0;655;650;5;5;0;13;1920;370;130;55;36;16;23;23;4;12;14;10;13;23;4;7;280;102;27;16;12;25;13;11;19;21;2;4;8;13;7;161;53;41;21;6;14;5;2;10;1;8;;;;;185;59;56;9;8;18;16;3;1;15;;;;;;316;84;87;17;37;21;27;7;5;3;1;4;9;12;2;243;107;70;66;;77;36;8;5;1;1;3;1;3;0;0;8;1;0;10;62;62;;31;11;13;7;;;;;;89;35;19;6;20;9;;;;29;13;4;10;0;2;77;77;;;;
54;Potsdam, Stadt;5405;1205400000006304;STIMMBEZIRK;Schlaatz 04;6304;;;N;768;661;107;0;264;264;0;0;0;8;755;173;37;27;13;10;23;16;8;6;6;10;9;3;2;3;68;26;1;7;6;7;4;2;3;2;2;4;0;1;3;104;35;13;11;6;6;2;7;2;10;0;3;9;;;81;26;12;6;8;0;1;18;0;0;10;;;;;66;13;12;6;2;10;4;2;3;4;3;2;0;0;5;159;85;27;20;27;21;9;3;1;0;2;1;0;0;0;2;1;1;0;1;28;28;;18;8;6;4;;;;;;31;13;4;8;6;0;;;;6;6;;;;;;;;;;
54;Potsdam, Stadt;5404;1205400000005302;STIMMBEZIRK;Babelsberg Süd 02;5302;;;N;1156;852;304;0;639;628;11;11;0;6;1894;382;141;74;22;13;27;18;7;10;16;7;15;10;8;14;339;112;24;15;25;20;28;21;20;25;4;13;14;10;8;203;57;66;18;8;19;13;5;5;4;8;;;;;214;56;92;14;11;12;14;0;1;14;;;;;;328;94;84;30;14;20;28;6;2;17;1;6;6;15;5;147;58;45;44;;48;27;3;2;1;0;1;1;0;0;0;1;0;0;12;60;60;;23;11;9;3;;;;;;54;36;3;9;1;5;;;;20;8;6;3;0;3;76;76;;;;
54;Potsdam, Stadt;5405;1205400000006305;STIMMBEZIRK;Schlaatz 05;6305;;;N;801;681;120;0;307;307;0;0;0;12;877;136;46;33;5;5;12;2;8;3;5;7;2;3;4;1;73;17;3;13;11;2;3;3;7;5;1;4;2;0;2;119;42;12;5;6;15;3;5;9;6;1;2;13;;;74;29;10;2;9;2;1;12;1;0;8;;;;;63;11;3;1;2;13;0;3;4;0;7;2;1;1;15;287;112;61;48;66;18;5;6;2;1;0;1;1;1;0;0;0;0;1;0;46;46;;24;15;7;2;;;;;;32;14;5;4;7;2;;;;5;5;;;;;;;;;;
54;Potsdam, Stadt;5404;1205400000005307;STIMMBEZIRK;Babelsberg Süd 07;5307;;;N;1066;838;228;0;557;556;1;1;0;10;1630;279;95;55;23;11;8;31;3;3;13;5;17;8;3;4;228;76;28;12;32;10;20;10;3;19;1;5;3;5;4;143;42;32;24;1;8;9;8;5;4;10;;;;;208;68;49;24;8;13;14;4;4;24;;;;;;225;55;69;14;12;8;21;2;3;3;3;6;13;7;9;271;83;85;103;;43;18;6;1;2;0;0;3;3;1;0;1;2;0;6;60;60;;33;20;8;5;;;;;;50;27;9;6;4;4;;;;27;17;2;3;1;4;63;63;;;;
54;Potsdam, Stadt;5405;1205400000006307;STIMMBEZIRK;Schlaatz 07;6307;;;N;774;667;107;0;293;292;1;1;0;15;813;114;35;10;6;14;17;4;2;2;5;2;4;8;3;2;58;18;5;9;3;4;3;1;1;5;1;5;1;0;2;134;42;20;12;6;18;3;7;5;5;4;1;11;;;49;15;12;4;4;1;2;1;0;1;9;;;;;70;8;6;4;5;7;6;1;3;2;6;1;1;2;18;242;119;47;33;43;23;7;2;2;2;2;0;5;0;0;1;1;0;0;1;53;53;;30;19;8;3;;;;;;32;14;2;8;8;0;;;;8;8;;;;;;;;;;
54;Potsdam, Stadt;5404;1205400000009042;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9042;9042;;;N;0;0;0;0;608;0;608;0;0;8;1800;378;98;75;24;11;27;74;4;7;9;5;23;5;2;14;279;66;35;15;23;14;24;17;28;19;6;7;9;8;8;186;51;27;20;11;14;9;7;25;5;17;;;;;218;95;40;22;12;1;17;5;6;20;;;;;;244;48;72;31;18;8;17;6;7;4;1;11;2;15;4;112;47;22;43;;71;24;4;2;3;1;3;2;4;0;0;1;0;0;27;35;35;;41;13;20;8;;;;;;94;49;3;10;15;17;;;;53;33;3;9;2;6;89;89;;;;
54;Potsdam, Stadt;5405;1205400000006404;STIMMBEZIRK;Waldstadt I und Industriegelände 04;6404;;;N;930;762;168;0;440;438;2;2;0;17;1247;319;110;64;18;18;8;30;3;13;16;16;9;6;3;5;67;22;9;15;2;2;1;1;3;4;0;3;1;1;3;131;43;38;9;5;3;10;1;6;2;7;2;5;;;191;64;41;32;18;0;6;12;2;0;16;;;;;57;18;2;3;2;4;2;1;9;2;1;5;6;0;2;304;127;65;35;77;19;4;6;3;2;1;2;0;0;0;0;0;0;1;0;36;36;;58;27;26;5;;;;;;55;23;8;11;6;7;;;;10;10;;;;;;;;;;
54;Potsdam, Stadt;5405;1205400000006201;STIMMBEZIRK;Teltower Vorstadt 01;6201;;;N;1262;938;324;0;662;657;5;5;0;12;1939;382;106;59;36;38;17;22;8;4;34;7;16;14;5;16;314;75;26;42;16;31;12;18;14;41;4;12;10;3;10;218;75;19;10;20;26;6;23;13;8;3;2;13;;;219;53;34;22;33;5;4;35;5;1;27;;;;;273;57;32;14;17;49;6;5;13;8;10;28;2;3;29;302;160;53;34;55;65;10;12;5;11;5;1;1;1;1;4;2;3;8;1;63;63;;50;22;21;7;;;;;;35;14;2;7;7;5;;;;18;18;;;;;;;;;;
54;Potsdam, Stadt;5405;1205400000006405;STIMMBEZIRK;Waldstadt I und Industriegelände 05;6405;;;N;945;698;247;0;440;434;6;6;0;6;1286;240;84;48;26;8;8;12;14;2;15;7;8;5;2;1;197;49;17;35;13;23;9;5;6;19;1;8;4;6;2;107;37;15;12;5;10;3;10;2;4;0;0;9;;;242;107;35;24;19;2;5;30;1;1;18;;;;;59;14;10;3;3;15;0;1;4;0;0;4;0;1;4;208;96;45;32;35;51;14;7;15;4;0;1;0;1;1;1;5;0;0;2;52;52;;58;25;20;13;;;;;;29;7;3;5;5;9;;;;43;43;;;;;;;;;;
54;Potsdam, Stadt;5405;1205400000006202;STIMMBEZIRK;Teltower Vorstadt 02;6202;;;N;1405;1063;342;0;758;751;7;7;0;16;2209;446;124;91;32;17;21;71;12;9;23;11;8;15;10;2;272;67;45;37;18;15;11;10;18;21;2;10;5;4;9;204;64;37;4;7;18;4;22;5;12;9;9;13;;;310;93;79;32;32;4;6;26;4;2;32;;;;;302;64;29;24;16;44;10;4;11;14;20;22;9;2;33;393;178;67;67;81;59;10;11;5;4;3;3;7;0;2;2;0;0;8;4;67;67;;66;29;27;10;;;;;;78;29;12;14;19;4;;;;12;12;;;;;;;;;;
54;Potsdam, Stadt;5405;1205400000006501;STIMMBEZIRK;Waldstadt II 01;6501;;;N;1374;1033;341;0;582;580;2;2;0;27;1646;318;90;65;34;17;24;16;12;3;21;12;11;4;4;5;136;33;9;26;15;9;7;5;7;7;2;3;4;2;7;169;61;31;15;5;15;3;11;9;4;3;2;10;;;193;54;44;17;22;6;4;22;5;3;16;;;;;173;43;21;8;8;22;7;5;6;3;14;9;5;4;18;389;193;66;51;79;41;13;5;4;1;3;1;2;3;4;0;3;1;0;1;51;51;;57;28;23;6;;;;;;107;34;13;19;16;25;;;;12;12;;;;;;;;;;
54;Potsdam, Stadt;5405;1205400000006302;STIMMBEZIRK;Schlaatz 02;6302;;;N;778;693;85;0;304;303;1;1;0;18;853;160;27;35;16;11;26;7;5;0;15;4;9;2;0;3;26;9;2;5;2;2;0;2;0;2;1;0;1;0;0;95;26;19;11;1;9;5;5;1;4;5;0;9;;;80;20;9;13;7;4;6;4;5;3;9;;;;;56;14;6;2;3;7;1;0;3;1;5;3;2;4;5;312;162;62;45;43;19;7;2;1;1;1;0;0;2;1;0;0;1;2;1;42;42;;22;12;8;2;;;;;;37;23;3;5;6;0;;;;4;4;;;;;;;;;;
54;Potsdam, Stadt;5405;1205400000006502;STIMMBEZIRK;Waldstadt II 02;6502;;;N;1327;1128;199;0;588;588;0;0;0;21;1661;280;68;65;16;14;19;14;14;6;24;11;13;2;5;9;106;17;11;24;12;6;7;4;2;8;2;5;3;0;5;242;71;53;17;8;22;3;16;8;15;2;2;25;;;163;56;35;13;19;3;6;13;2;1;15;;;;;71;18;3;3;2;6;11;3;4;2;7;3;0;0;9;528;256;94;64;114;33;9;7;3;1;0;0;1;0;1;5;0;0;1;5;76;76;;49;15;24;10;;;;;;94;50;9;14;9;12;;;;19;19;;;;;;;;;;
54;Potsdam, Stadt;5405;1205400000006306;STIMMBEZIRK;Schlaatz 06;6306;;;N;935;836;99;0;321;321;0;0;0;9;909;150;50;19;9;6;12;9;12;1;5;3;8;4;5;7;82;17;8;17;5;8;3;4;1;9;1;4;2;1;2;111;53;14;3;3;7;0;9;5;5;2;1;9;;;76;30;16;7;9;1;1;4;4;0;4;;;;;58;4;9;3;1;19;3;1;3;1;5;5;1;0;3;304;135;66;52;51;26;3;6;2;1;0;0;2;1;1;0;1;0;6;3;29;29;;20;8;8;4;;;;;;49;16;8;10;11;4;;;;4;4;;;;;;;;;;
54;Potsdam, Stadt;5405;1205400000006505;STIMMBEZIRK;Waldstadt II 05;6505;;;N;1006;819;187;0;425;423;2;2;0;16;1212;164;39;36;15;14;10;10;5;0;10;7;6;6;1;5;75;28;4;14;4;0;3;4;0;8;2;4;0;3;1;130;28;30;10;9;10;5;7;6;7;3;5;10;;;126;42;21;21;9;4;8;8;0;0;13;;;;;105;26;10;11;2;22;1;0;7;1;5;3;8;2;7;372;170;69;50;83;39;9;6;2;3;2;2;0;2;3;5;1;1;2;1;61;61;;60;25;22;13;;;;;;63;27;3;6;16;11;;;;17;17;;;;;;;;;;
54;Potsdam, Stadt;5405;1205400000006401;STIMMBEZIRK;Waldstadt I und Industriegelände 01;6401;;;N;1249;927;322;0;569;568;1;1;0;17;1647;350;94;107;20;14;12;24;8;6;27;21;6;4;5;2;146;32;15;23;15;9;12;2;5;16;2;4;6;1;4;136;46;24;13;11;10;3;7;6;7;0;2;7;;;238;67;68;27;30;4;7;12;5;1;17;;;;;143;46;16;6;0;21;3;5;11;4;7;7;5;1;11;381;170;63;47;101;56;7;5;7;8;1;2;4;7;1;4;0;4;3;3;47;47;;42;19;19;4;;;;;;91;32;13;18;17;11;;;;17;17;;;;;;;;;;
54;Potsdam, Stadt;5405;1205400000009047;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9047;9047;;;N;0;0;0;0;346;0;346;0;0;3;1027;251;47;42;22;14;30;18;3;3;14;10;31;10;0;7;109;14;12;20;8;4;4;4;13;8;2;7;5;3;5;146;35;44;11;2;8;4;13;2;4;4;5;14;;;125;31;33;18;12;4;3;14;2;0;8;;;;;95;26;3;3;3;24;4;4;3;2;3;6;2;0;12;138;72;26;13;27;18;0;3;1;0;1;1;3;1;1;6;0;0;0;1;36;36;;39;9;23;7;;;;;;56;32;5;5;7;7;;;;14;14;;;;;;;;;;
54;Potsdam, Stadt;5405;1205400000006506;STIMMBEZIRK;Waldstadt II 06;6506;;;N;871;739;132;0;369;369;0;0;0;18;1035;192;56;53;15;10;4;4;9;4;14;7;6;3;3;4;43;13;6;6;6;2;1;0;1;3;1;2;0;1;1;112;41;29;6;1;4;2;5;5;1;1;1;16;;;107;35;24;14;9;1;2;10;4;3;5;;;;;66;12;9;3;5;14;2;1;5;3;1;3;1;2;5;324;148;72;41;63;14;6;0;0;2;0;0;1;1;0;3;0;0;0;1;55;55;;25;12;9;4;;;;;;86;51;5;12;15;3;;;;11;11;;;;;;;;;;
54;Potsdam, Stadt;5405;1205400000009052;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9052;9052;;;N;0;0;0;0;384;0;384;0;0;5;1132;235;63;38;27;10;12;13;9;0;25;6;15;4;4;9;91;11;4;11;9;8;10;1;7;10;4;8;3;0;5;194;54;45;22;3;10;2;24;10;11;3;1;9;;;183;51;35;31;20;5;5;15;4;0;17;;;;;120;41;7;7;5;17;2;4;7;5;6;13;1;1;4;138;62;24;26;26;21;5;5;5;2;0;0;1;1;1;1;0;0;0;0;34;34;;21;10;8;3;;;;;;87;23;7;18;16;23;;;;8;8;;;;;;;;;;
54;Potsdam, Stadt;5405;1205400000006507;STIMMBEZIRK;Waldstadt II 07;6507;;;N;919;778;141;0;433;433;0;0;0;9;1270;247;66;54;18;22;10;12;13;1;17;14;5;8;4;3;93;20;11;9;6;2;5;3;8;13;2;6;6;0;2;155;50;24;14;7;14;1;10;11;10;1;2;11;;;158;44;27;30;15;4;8;12;2;0;16;;;;;83;22;11;8;2;12;0;4;3;1;6;2;1;0;11;354;143;65;51;95;25;1;3;4;1;2;2;0;2;3;2;1;0;2;2;50;50;;35;13;15;7;;;;;;62;31;10;13;5;3;;;;8;8;;;;;;;;;;
54;Potsdam, Stadt;5405;1205400000009053;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9053;9053;;;N;0;0;0;0;415;0;415;0;0;2;1236;236;65;45;19;18;15;22;3;2;21;7;8;6;2;3;99;15;14;17;10;9;4;4;5;6;1;9;2;2;1;196;47;36;8;2;17;6;17;10;19;3;8;23;;;158;42;47;16;12;1;6;17;1;1;15;;;;;143;37;8;4;3;35;2;10;8;8;3;10;3;1;11;171;74;27;28;42;25;4;5;5;1;1;1;2;0;2;0;2;0;0;2;39;39;;71;20;35;16;;;;;;87;18;14;23;21;11;;;;11;11;;;;;;;;;;
54;Potsdam, Stadt;5405;1205400000009046;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9046;9046;;;N;0;0;0;0;597;0;597;0;0;3;1758;370;75;73;20;11;12;51;16;21;33;24;15;10;6;3;244;62;31;29;8;16;12;7;16;27;4;8;5;9;10;217;49;65;13;9;6;5;11;8;10;4;23;14;;;271;86;74;19;22;13;10;17;3;2;25;;;;;213;37;16;36;9;16;16;2;10;8;12;14;15;5;17;181;68;23;21;69;56;14;20;4;0;2;0;3;0;2;4;0;1;5;1;33;33;;74;26;32;16;;;;;;82;36;5;14;19;8;;;;17;17;;;;;;;;;;
54;Potsdam, Stadt;5406;1205400000007102;STIMMBEZIRK;Stern 02;7102;;;N;1127;935;192;0;510;510;0;0;0;13;1468;261;123;23;6;18;23;20;6;9;3;7;13;10;;;84;16;22;5;1;5;5;11;5;1;0;4;9;0;;123;43;31;10;12;5;7;6;1;8;;;;;;144;54;25;39;9;17;;;;;;;;;;78;24;9;5;12;1;1;7;1;5;1;5;0;0;7;394;172;145;42;35;47;20;4;3;2;0;2;2;1;0;9;1;0;1;2;55;55;;32;25;7;;;;;;;250;202;16;6;9;8;7;2;0;;;;;;;;;;;;
54;Potsdam, Stadt;5405;1205400000009049;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9049;9049;;;N;0;0;0;0;443;0;443;0;0;7;1308;359;92;84;26;9;24;22;15;4;23;17;17;6;7;13;101;18;7;10;15;5;2;2;7;17;3;9;3;1;2;159;43;47;12;2;12;4;7;2;12;3;3;12;;;230;58;71;29;18;2;8;17;6;4;17;;;;;110;17;9;2;6;14;4;3;6;2;10;14;4;3;16;173;62;23;16;72;23;6;4;1;0;5;2;0;1;1;2;0;0;1;0;40;40;;53;23;18;12;;;;;;51;21;5;15;6;4;;;;9;9;;;;;;;;;;
54;Potsdam, Stadt;5406;1205400000007104;STIMMBEZIRK;Stern 04;7104;;;N;1260;1002;258;0;652;649;3;3;0;15;1889;394;277;21;19;23;15;10;3;7;3;3;7;6;;;170;64;38;8;9;13;7;6;1;3;2;9;8;2;;139;61;33;17;10;3;5;6;3;1;;;;;;212;96;40;53;9;14;;;;;;;;;;143;46;23;10;13;7;4;8;3;7;2;8;8;2;2;401;180;133;49;39;50;20;9;6;1;1;0;0;9;0;0;0;1;0;3;60;60;;48;25;23;;;;;;;272;231;14;9;1;4;10;0;3;;;;;;;;;;;;
54;Potsdam, Stadt;5405;1205400000009050;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9050;9050;;;N;0;0;0;0;566;0;566;0;0;6;1673;366;103;76;17;23;25;24;9;4;26;13;20;7;8;11;225;54;25;29;13;18;8;1;14;27;4;9;10;1;12;117;42;22;6;8;5;0;5;8;10;2;4;5;;;280;113;52;29;20;5;5;31;5;1;19;;;;;164;45;12;8;7;18;4;8;7;8;5;17;5;1;19;195;87;28;28;52;72;12;15;13;9;4;0;3;0;6;0;1;1;0;8;52;52;;64;22;28;14;;;;;;92;28;12;10;24;18;;;;46;46;;;;;;;;;;
54;Potsdam, Stadt;5406;1205400000007106;STIMMBEZIRK;Stern 06;7106;;;N;1133;924;209;0;484;481;3;3;0;11;1401;225;131;23;10;8;7;16;1;10;2;5;7;5;;;99;24;20;5;5;8;5;2;4;6;0;9;10;1;;123;43;21;8;12;10;8;12;5;4;;;;;;133;52;27;42;4;8;;;;;;;;;;53;10;6;10;4;3;1;1;1;1;0;7;0;0;9;298;142;102;23;31;39;18;6;3;3;0;1;2;1;2;1;0;1;1;0;43;43;;31;20;11;;;;;;;357;298;30;4;8;5;10;2;0;;;;;;;;;;;;
54;Potsdam, Stadt;5405;1205400000009051;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9051;9051;;;N;0;0;0;0;487;0;487;0;0;5;1444;342;75;97;21;19;25;21;5;4;27;9;15;14;3;7;146;34;18;28;8;14;5;3;6;13;3;4;4;1;5;181;39;58;20;3;12;5;14;6;12;3;2;7;;;140;41;24;19;22;2;5;13;0;2;12;;;;;144;41;6;11;4;21;9;4;8;10;5;14;3;0;8;253;110;49;32;62;41;4;10;7;3;2;0;5;0;3;0;1;0;4;2;48;48;;68;25;31;12;;;;;;69;24;9;17;9;10;;;;12;12;;;;;;;;;;
54;Potsdam, Stadt;5406;1205400000007109;STIMMBEZIRK;Stern 09;7109;;;N;831;726;105;0;357;357;0;0;0;10;1016;177;99;15;11;6;17;5;5;4;2;2;7;4;;;32;5;7;3;2;2;1;3;1;0;2;0;6;0;;60;21;15;8;2;4;2;3;4;1;;;;;;117;39;30;32;4;12;;;;;;;;;;47;13;3;2;5;2;4;1;2;8;0;1;1;1;4;341;123;118;61;39;28;8;7;2;0;2;2;0;1;1;1;1;0;1;2;25;25;;23;18;5;;;;;;;166;133;6;7;4;5;8;3;0;;;;;;;;;;;;
;;5406;5406;WAHLKREIS;Wahlkreis 5406;;;;N;22851;18653;4198;0;14264;10342;3922;43;0;283;41538;7854;4391;683;365;507;313;455;145;229;93;148;320;205;;;3362;906;756;179;125;215;170;268;135;24;27;193;336;28;;3348;1219;919;278;295;222;89;158;75;93;;;;;;5274;2127;998;1358;301;490;;;;;;;;;;2409;673;293;288;196;61;108;151;71;150;47;170;67;48;86;8534;3611;3011;1023;889;1826;694;294;142;108;68;145;38;85;25;54;28;35;33;77;1333;1333;;1236;864;372;;;;;;;6362;5091;343;231;198;111;244;103;41;;;;;;;;;;;;
54;Potsdam, Stadt;5406;1205400000007113;STIMMBEZIRK;Stern 13;7113;;;N;1225;933;292;0;627;621;6;6;0;10;1842;351;171;21;17;36;13;30;9;18;2;11;15;8;;;223;73;42;11;6;18;9;14;8;0;2;13;27;0;;161;69;43;13;16;6;5;5;3;1;;;;;;320;131;67;76;18;28;;;;;;;;;;122;38;21;18;11;3;5;2;3;1;4;6;3;2;5;213;90;80;24;19;140;49;28;11;7;8;12;7;6;0;1;4;2;1;4;50;50;;57;43;14;;;;;;;205;156;10;2;7;6;21;3;0;;;;;;;;;;;;
54;Potsdam, Stadt;5406;1205400000007101;STIMMBEZIRK;Stern 01;7101;;;N;1311;978;333;0;643;639;4;4;0;16;1846;315;159;33;13;15;12;28;6;6;4;5;12;22;;;236;68;49;16;13;7;9;24;16;2;0;14;15;3;;150;59;38;11;11;9;6;4;5;7;;;;;;273;140;44;58;12;19;;;;;;;;;;89;34;8;6;6;2;3;6;5;7;1;2;5;3;1;338;157;121;28;32;124;52;15;22;15;4;3;1;1;1;2;1;2;1;4;48;48;;44;28;16;;;;;;;229;189;9;5;6;1;18;1;0;;;;;;;;;;;;
54;Potsdam, Stadt;5406;1205400000007201;STIMMBEZIRK;Drewitz 01;7201;;;N;1106;856;250;0;586;585;1;1;0;7;1722;258;152;10;6;37;15;9;7;4;2;5;9;2;;;128;27;33;5;3;8;7;7;8;2;0;12;14;2;;79;36;23;10;2;1;3;2;1;1;;;;;;307;136;61;71;23;16;;;;;;;;;;90;35;14;15;3;1;3;4;1;4;0;7;0;0;3;433;200;153;41;39;126;60;20;12;2;3;6;0;4;1;2;2;9;1;4;68;68;;85;52;33;;;;;;;148;113;4;9;3;4;6;8;1;;;;;;;;;;;;
